# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17266751320924
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.00%  translator  perf-29433.map       [.] src_0x1bab4
     0.00%  translator  perf-29433.map       [.] src_0x2c157c
     0.00%  translator  perf-29433.map       [.] src_0x28e2a4
     0.00%  translator  perf-29433.map       [.] src_0x2a58c8
     0.00%  translator  perf-29433.map       [.] src_0x262fb0
     0.00%  translator  [kernel.kallsyms]    [k] activate_task
     0.00%  translator  perf-29433.map       [.] src_0x2a646c
     0.00%  translator  perf-29433.map       [.] src_0x193ec0
     0.00%  translator  perf-29433.map       [.] src_0x1aa4a8
     0.00%  translator  perf-29433.map       [.] src_0x1aa0a4
     0.00%  translator  [kernel.kallsyms]    [k] scheduler_tick
     0.00%  translator  perf-29433.map       [.] src_0x1bbfc
     0.00%  translator  perf-29433.map       [.] src_0x1bb20
     0.00%  translator  perf-29433.map       [.] src_0x2c2728
     0.00%  translator  perf-29433.map       [.] src_0x2c2d98
     0.00%  translator  perf-29433.map       [.] src_0x2bc358
     0.00%  translator  perf-29433.map       [.] src_0x2a644c
     0.00%  translator  perf-29433.map       [.] src_0x28edc0
     0.00%  translator  perf-29433.map       [.] src_0x28f030
     0.00%  translator  perf-29433.map       [.] src_0x2c23a8
     0.00%  translator  perf-29433.map       [.] src_0x2c23c4
     0.00%  translator  perf-29433.map       [.] src_0x1b9a8
     0.00%  translator  perf-29433.map       [.] src_0x2c2e34
     0.00%  translator  perf-29433.map       [.] src_0x2c23b4
     0.00%  translator  perf-29433.map       [.] src_0x1042b0
     0.00%  translator  perf-29433.map       [.] src_0x262fc4
     0.00%  translator  perf-29433.map       [.] src_0x2c31c8
     0.00%  translator  perf-29433.map       [.] src_0x28e778
     0.00%  translator  perf-29433.map       [.] src_0x28e1e8
     0.00%  translator  perf-29433.map       [.] src_0x2a4940
     0.00%  translator  perf-29433.map       [.] src_0x28e270
     0.00%  translator  [kernel.kallsyms]    [k] tracing_record_taskinfo_skip
     0.00%  translator  perf-29433.map       [.] src_0x193e14
     0.00%  translator  perf-29433.map       [.] src_0x19396c
     0.00%  translator  perf-29433.map       [.] src_0x2621c
     0.00%  translator  perf-29433.map       [.] src_0x194614
     0.00%  translator  perf-29433.map       [.] src_0x217b04
     0.00%  translator  perf-29433.map       [.] src_0x192d54
     0.00%  translator  perf-29433.map       [.] src_0x26fd4
     0.00%  translator  perf-29433.map       [.] src_0x19516c
     0.00%  translator  [kernel.kallsyms]    [k] __fget_light
     0.00%  translator  perf-29433.map       [.] src_0x1aa6e8
     0.00%  translator  perf-29433.map       [.] src_0x18b204
     0.00%  translator  perf-29433.map       [.] src_0x2179a8
     0.00%  translator  perf-29433.map       [.] src_0x1aa20c
     0.00%  translator  perf-29433.map       [.] src_0x29cf4
     0.00%  translator  perf-29433.map       [.] src_0xf0e34
     0.00%  translator  perf-29433.map       [.] src_0x21d74
     0.00%  translator  translator           [.] parse_block
     0.00%  translator  translator           [.] printf_driver
     0.00%  translator  perf-29433.map       [.] src_0x2c281c
     0.00%  translator  perf-29433.map       [.] src_0x2c1ca4
     0.00%  translator  perf-29433.map       [.] src_0xee1d8
     0.00%  translator  perf-29433.map       [.] src_0x28fc24
     0.00%  translator  perf-29433.map       [.] src_0x2c24ec
     0.00%  translator  perf-29433.map       [.] src_0xee348
     0.00%  translator  perf-29433.map       [.] src_0x1b994
     0.00%  translator  perf-29433.map       [.] src_0x28e3cc
     0.00%  translator  perf-29433.map       [.] src_0x28e754
     0.00%  translator  perf-29433.map       [.] src_0x2c14a8
     0.00%  translator  perf-29433.map       [.] src_0x2c2150
     0.00%  translator  perf-29433.map       [.] src_0xee1f4
     0.00%  translator  perf-29433.map       [.] src_0xee440
     0.00%  translator  perf-29433.map       [.] src_0x28eb48
     0.00%  translator  perf-29433.map       [.] src_0x28eb54
     0.00%  translator  perf-29433.map       [.] src_0x1bafc
     0.00%  translator  perf-29433.map       [.] src_0x4d86c
     0.00%  translator  perf-29433.map       [.] src_0x95978
     0.00%  translator  perf-29433.map       [.] src_0x2622c
     0.00%  translator  perf-29433.map       [.] src_0x29f38
     0.00%  translator  perf-29433.map       [.] src_0x194260
     0.00%  translator  perf-29433.map       [.] src_0x192cdc
     0.00%  translator  perf-29433.map       [.] src_0x194080
     0.00%  translator  perf-29433.map       [.] src_0x26240
     0.00%  translator  perf-29433.map       [.] src_0x4d84c
     0.00%  translator  perf-29433.map       [.] src_0x12ed6c
     0.00%  translator  perf-29433.map       [.] src_0x1aa714
     0.00%  translator  perf-29433.map       [.] src_0xb00d8
     0.00%  translator  perf-29433.map       [.] src_0xada00
     0.00%  translator  perf-29433.map       [.] src_0x18b2cc
     0.00%  translator  perf-29433.map       [.] src_0x5f66c
     0.00%  translator  perf-29433.map       [.] src_0x108220
     0.00%  translator  perf-29433.map       [.] src_0x102be4
     0.00%  translator  perf-29433.map       [.] src_0xf0de8
     0.00%  translator  perf-29433.map       [.] src_0xf0dec
     0.00%  translator  [kernel.kallsyms]    [k] __ext4_get_inode_loc
     0.00%  translator  perf-29433.map       [.] src_0x2c1b8c
     0.00%  translator  perf-29433.map       [.] src_0x1be00
     0.00%  translator  perf-29433.map       [.] src_0x1b9a0
     0.00%  translator  [kernel.kallsyms]    [k] reweight_entity
     0.00%  translator  perf-29433.map       [.] src_0x2c2498
     0.00%  translator  perf-29433.map       [.] src_0x2c24a8
     0.00%  translator  perf-29433.map       [.] src_0x1bdd0
     0.00%  translator  perf-29433.map       [.] src_0x28e3d8
     0.00%  translator  perf-29433.map       [.] src_0x2bc32c
     0.00%  translator  perf-29433.map       [.] src_0xee1b4
     0.00%  translator  perf-29433.map       [.] src_0x28fa84
     0.00%  translator  [kernel.kallsyms]    [k] hrtimer_active
     0.00%  translator  perf-29433.map       [.] src_0x28e4b4
     0.00%  translator  perf-29433.map       [.] src_0x28f1d4
     0.00%  translator  perf-29433.map       [.] src_0x2c2d90
     0.00%  translator  perf-29433.map       [.] src_0x2c1570
     0.00%  translator  perf-29433.map       [.] src_0x2a643c
     0.00%  translator  perf-29433.map       [.] src_0x1bad4
     0.00%  translator  perf-29433.map       [.] src_0x2c2418
     0.00%  translator  perf-29433.map       [.] src_0x28e73c
     0.00%  translator  [kernel.kallsyms]    [k] mod_timer
     0.00%  translator  perf-29433.map       [.] src_0x1ba40
     0.00%  translator  perf-29433.map       [.] src_0x137b80
     0.00%  translator  perf-29433.map       [.] src_0x185ce0
     0.00%  translator  perf-29433.map       [.] src_0x197ef8
     0.00%  translator  perf-29433.map       [.] src_0x1942bc
     0.00%  translator  perf-29433.map       [.] src_0x193e04
     0.00%  translator  perf-29433.map       [.] src_0x9595c
     0.00%  translator  perf-29433.map       [.] src_0x2a080c
     0.00%  translator  perf-29433.map       [.] src_0x18b2c8
     0.00%  translator  perf-29433.map       [.] src_0x5e1c4
     0.00%  translator  perf-29433.map       [.] src_0x115224
     0.00%  translator  perf-29433.map       [.] src_0x1aa520
     0.00%  translator  perf-29433.map       [.] src_0x5f5f0
     0.00%  translator  perf-29433.map       [.] src_0x12ed5c
     0.00%  translator  perf-29433.map       [.] src_0x2a58a4
     0.00%  translator  perf-29433.map       [.] src_0x29cd0
     0.00%  translator  perf-29433.map       [.] src_0x5f6f0
     0.00%  translator  perf-29433.map       [.] src_0x21dac
     0.00%  translator  perf-29433.map       [.] src_0x48ad0
     0.00%  translator  [kernel.kallsyms]    [k] error_entry
     0.00%  translator  [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  translator  perf-29433.map       [.] src_0x2c240c
     0.00%  translator  perf-29433.map       [.] src_0x2c2450
     0.00%  translator  perf-29433.map       [.] src_0x1b9bc
     0.00%  translator  perf-29433.map       [.] src_0x2a645c
     0.00%  translator  perf-29433.map       [.] src_0x28f744
     0.00%  translator  perf-29433.map       [.] src_0x28f020
     0.00%  translator  perf-29433.map       [.] src_0x2c2da4
     0.00%  translator  perf-29433.map       [.] src_0x2c2e38
     0.00%  translator  perf-29433.map       [.] src_0x1bbb8
     0.00%  translator  perf-29433.map       [.] src_0x29b44
     0.00%  translator  perf-29433.map       [.] src_0x1bae0
     0.00%  translator  perf-29433.map       [.] src_0xee1fc
     0.00%  translator  perf-29433.map       [.] src_0x118c38
     0.00%  translator  [kernel.kallsyms]    [k] sched_rt_period_timer
     0.00%  translator  perf-29433.map       [.] src_0x1bbb4
     0.00%  translator  [kernel.kallsyms]    [k] exit_to_usermode_loop
     0.00%  translator  perf-29433.map       [.] src_0x299060
     0.00%  translator  perf-29433.map       [.] src_0x1bbf0
     0.00%  translator  [kernel.kallsyms]    [k] resched_curr
     0.00%  translator  perf-29433.map       [.] src_0x193930
     0.00%  translator  perf-29433.map       [.] src_0x12ed34
     0.00%  translator  perf-29433.map       [.] src_0x25de8
     0.00%  translator  perf-29433.map       [.] src_0x36480
     0.00%  translator  perf-29433.map       [.] src_0x29acd8
     0.00%  translator  perf-29433.map       [.] src_0x959a4
     0.00%  translator  perf-29433.map       [.] src_0x4d864
     0.00%  translator  perf-29433.map       [.] src_0x19430c
     0.00%  translator  perf-29433.map       [.] src_0x18b4e0
     0.00%  translator  perf-29433.map       [.] src_0x2d468
     0.00%  translator  perf-29433.map       [.] src_0x193ccc
     0.00%  translator  translator           [.] syscall3
     0.00%  translator  perf-29433.map       [.] src_0x1aa5e8
     0.00%  translator  perf-29433.map       [.] src_0x193924
     0.00%  translator  perf-29433.map       [.] src_0x18b234
     0.00%  translator  perf-29433.map       [.] src_0x193d58
     0.00%  translator  perf-29433.map       [.] src_0x25cf4
     0.00%  translator  perf-29433.map       [.] src_0x1bbc0
     0.00%  translator  perf-29433.map       [.] src_0x1aa6d4
     0.00%  translator  perf-29433.map       [.] src_0x219570
     0.00%  translator  perf-29433.map       [.] src_0x2a40d4
     0.00%  translator  [kernel.kallsyms]    [k] copy_user_generic_unrolled
     0.00%  translator  [kernel.kallsyms]    [k] rb_insert_color
     0.00%  translator  perf-29433.map       [.] src_0x2676f8
     0.00%  translator  perf-29433.map       [.] src_0x28e3e0
     0.00%  translator  perf-29433.map       [.] src_0x2c2520
     0.00%  translator  perf-29433.map       [.] src_0x28f740
     0.00%  translator  perf-29433.map       [.] src_0x2ddf30
     0.00%  translator  perf-29433.map       [.] src_0x2c2340
     0.00%  translator  perf-29433.map       [.] src_0x1bb68
     0.00%  translator  perf-29433.map       [.] src_0x2a5904
     0.00%  translator  perf-29433.map       [.] src_0x2c2038
     0.00%  translator  perf-29433.map       [.] src_0xee294
     0.00%  translator  perf-29433.map       [.] src_0x2c2534
     0.00%  translator  perf-29433.map       [.] src_0x2a6448
     0.00%  translator  perf-29433.map       [.] src_0x1bd14
     0.00%  translator  perf-29433.map       [.] src_0x2c2dac
     0.00%  translator  perf-29433.map       [.] src_0x2dddd4
     0.00%  translator  perf-29433.map       [.] src_0x1bb08
     0.00%  translator  perf-29433.map       [.] src_0x2c1504
     0.00%  translator  [kernel.kallsyms]    [k] native_apic_mem_write
     0.00%  translator  perf-29433.map       [.] src_0x1bb04
     0.00%  translator  perf-29433.map       [.] src_0x2a6488
     0.00%  translator  [kernel.kallsyms]    [k] load_balance
     0.00%  translator  perf-29433.map       [.] src_0xaff98
     0.00%  translator  [kernel.kallsyms]    [k] __bitmap_and
     0.00%  translator  perf-29433.map       [.] src_0x13794c
     0.00%  translator  perf-29433.map       [.] src_0xb0078
     0.00%  translator  perf-29433.map       [.] src_0x2623c
     0.00%  translator  perf-29433.map       [.] src_0x1488d4
     0.00%  translator  perf-29433.map       [.] src_0x12ed00
     0.00%  translator  perf-29433.map       [.] src_0x12ed3c
     0.00%  translator  perf-29433.map       [.] src_0x2713c
     0.00%  translator  perf-29433.map       [.] src_0x17f030
     0.00%  translator  perf-29433.map       [.] src_0x193d3c
     0.00%  translator  perf-29433.map       [.] src_0x261e4
     0.00%  translator  perf-29433.map       [.] src_0x137a48
     0.00%  translator  perf-29433.map       [.] src_0x195178
     0.00%  translator  perf-29433.map       [.] src_0x25e04
     0.00%  translator  perf-29433.map       [.] src_0x193da0
     0.00%  translator  perf-29433.map       [.] src_0x29ec38
     0.00%  translator  perf-29433.map       [.] src_0x262784
     0.00%  translator  perf-29433.map       [.] src_0x292f90
     0.00%  translator  perf-29433.map       [.] src_0x1946e4
     0.00%  translator  perf-29433.map       [.] src_0x1846f4
     0.00%  translator  perf-29433.map       [.] src_0x5f8f4
     0.00%  translator  perf-29433.map       [.] src_0x2ff5c
     0.00%  translator  perf-29433.map       [.] src_0x195174
     0.00%  translator  perf-29433.map       [.] src_0x17ee3c
     0.00%  translator  perf-29433.map       [.] src_0x2a0724
     0.00%  translator  perf-29433.map       [.] src_0x21796c
     0.00%  translator  perf-29433.map       [.] src_0xc1048
     0.00%  translator  perf-29433.map       [.] src_0x190c38
     0.00%  translator  perf-29433.map       [.] src_0x29ce8
     0.00%  translator  [kernel.kallsyms]    [k] __handle_mm_fault
     0.00%  translator  perf-29433.map       [.] src_0x2a6498
     0.00%  translator  perf-29433.map       [.] src_0x2a05e8
     0.00%  translator  perf-29433.map       [.] src_0x108170
     0.00%  translator  perf-29433.map       [.] src_0x219508
     0.00%  translator  perf-29433.map       [.] src_0xf2028
     0.00%  translator  perf-29433.map       [.] src_0x10c610
     0.00%  translator  perf-29433.map       [.] src_0x2c27f4
     0.00%  translator  perf-29433.map       [.] src_0x2c33a4
     0.00%  translator  perf-29433.map       [.] src_0x2c3274
     0.00%  translator  perf-29433.map       [.] src_0x2c2470
     0.00%  translator  perf-29433.map       [.] src_0x2c27dc
     0.00%  translator  perf-29433.map       [.] src_0x1bba4
     0.00%  translator  perf-29433.map       [.] src_0x28fd3c
     0.00%  translator  perf-29433.map       [.] src_0xee3d0
     0.00%  translator  perf-29433.map       [.] src_0xad9ec
     0.00%  translator  perf-29433.map       [.] src_0x2c21c4
     0.00%  translator  perf-29433.map       [.] src_0x2c2478
     0.00%  translator  perf-29433.map       [.] src_0x2845a8
     0.00%  translator  perf-29433.map       [.] src_0x1bac8
     0.00%  translator  perf-29433.map       [.] src_0x2c29fc
     0.00%  translator  perf-29433.map       [.] src_0x262fa0
     0.00%  translator  perf-29433.map       [.] src_0x1b940
     0.00%  translator  perf-29433.map       [.] src_0xee260
     0.00%  translator  perf-29433.map       [.] src_0x2c24b8
     0.00%  translator  [kernel.kallsyms]    [k] ctx_sched_out
     0.00%  translator  perf-29433.map       [.] src_0x137c4c
     0.00%  translator  perf-29433.map       [.] src_0x4d7d8
     0.00%  translator  perf-29433.map       [.] src_0x192d04
