# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17436254619585
#
# Overhead  Command     Shared Object      Symbol                                        
# ........  ..........  .................  ..............................................
#
     0.00%  translator  [kernel.kallsyms]  [k] ext4_block_write_begin
     0.00%  translator  [kernel.kallsyms]  [k] generic_perform_write
     0.00%  translator  [kernel.kallsyms]  [k] copy_user_generic_unrolled
     0.00%  translator  [kernel.kallsyms]  [k] new_sync_write
     0.00%  translator  [kernel.kallsyms]  [k] native_set_pte_at
     0.00%  translator  [kernel.kallsyms]  [k] refill_stock
     0.00%  translator  [kernel.kallsyms]  [k] policy_node
     0.00%  translator  translator         [.] translate_BEQ
     0.00%  translator  [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.00%  translator  translator         [.] translate_ADD
     0.00%  translator  [kernel.kallsyms]  [k] pagecache_get_page
     0.00%  translator  [kernel.kallsyms]  [k] __prandom_timer
     0.00%  translator  [kernel.kallsyms]  [k] page_counter_cancel
     0.00%  translator  perf-32261.map     [.] src_0x1f280
     0.00%  translator  [bonding]          [k] bond_select_queue
     0.00%  translator  [kernel.kallsyms]  [k] timerqueue_del
     0.00%  translator  [kernel.kallsyms]  [k] add_timer_on
     0.00%  translator  perf-32261.map     [.] src_0x2295c
     0.00%  translator  [kernel.kallsyms]  [k] resched_curr
     0.00%  translator  translator         [.] enc_opc
     0.00%  translator  [kernel.kallsyms]  [k] ndisc_alloc_skb
     0.00%  translator  [bonding]          [k] bond_start_xmit
     0.00%  translator  [kernel.kallsyms]  [k] tracing_record_taskinfo_skip
     0.00%  translator  [kernel.kallsyms]  [k] insert_work
     0.00%  translator  [kernel.kallsyms]  [k] get_random_bytes
     0.00%  translator  perf-32261.map     [.] src_0x1d31c
     0.00%  translator  [kernel.kallsyms]  [k] sch_direct_xmit
     0.00%  translator  [kernel.kallsyms]  [k] add_interrupt_randomness
     0.00%  translator  [kernel.kallsyms]  [k] __qdisc_run
     0.00%  translator  perf-32261.map     [.] src_0x39228
     0.00%  translator  perf-32261.map     [.] src_0x21b98
     0.00%  translator  perf-32261.map     [.] src_0x361b8
     0.00%  translator  [kernel.kallsyms]  [k] __cgroup_bpf_run_filter_skb
     0.00%  translator  [nf_conntrack]     [k] __nf_conntrack_find_get
     0.00%  translator  [kernel.kallsyms]  [k] __generic_file_write_iter
     0.00%  translator  perf-32261.map     [.] src_0x21ed8
     0.00%  translator  perf-32261.map     [.] src_0x1cbf0
     0.00%  translator  [kernel.kallsyms]  [k] kthread_data
     0.00%  translator  perf-32261.map     [.] src_0x361a8
     0.00%  translator  [kernel.kallsyms]  [k] ip_output
     0.00%  translator  perf-32261.map     [.] src_0x22e28
     0.00%  translator  [kernel.kallsyms]  [k] group_balance_cpu
     0.00%  translator  [kernel.kallsyms]  [k] memset_erms
     0.00%  translator  perf-32261.map     [.] src_0x47640
     0.00%  translator  [kernel.kallsyms]  [k] skb_push
     0.00%  translator  [kernel.kallsyms]  [k] extract_buf
     0.00%  translator  perf-32261.map     [.] src_0x19668
     0.00%  translator  perf-32261.map     [.] src_0x35880
     0.00%  translator  [kernel.kallsyms]  [k] ip_route_input_rcu
     0.00%  translator  [kernel.kallsyms]  [k] __percpu_counter_sum
     0.00%  translator  [kernel.kallsyms]  [k] _raw_write_lock
     0.00%  translator  [kernel.kallsyms]  [k] free_percpu
     0.00%  translator  [kernel.kallsyms]  [k] ip_finish_output2
     0.00%  translator  [kernel.kallsyms]  [k] dev_hard_start_xmit
     0.00%  translator  perf-32261.map     [.] src_0x379b4
     0.00%  translator  perf-32261.map     [.] src_0x21c18
     0.00%  translator  perf-32261.map     [.] src_0x476b8
     0.00%  translator  [kernel.kallsyms]  [k] ktime_get_with_offset
     0.00%  translator  [nf_conntrack]     [k] tcp_error
     0.00%  translator  [kernel.kallsyms]  [k] consume_skb
     0.00%  translator  [kernel.kallsyms]  [k] _warn_unseeded_randomness
     0.00%  translator  perf-32261.map     [.] src_0x1fefc
     0.00%  translator  [kernel.kallsyms]  [k] __neigh_notify
     0.00%  translator  [kernel.kallsyms]  [k] set_next_entity
     0.00%  translator  [ip_vs]            [k] ip_vs_local_reply4
     0.00%  translator  perf-32261.map     [.] src_0x1fad8
     0.00%  translator  perf-32261.map     [.] src_0x36480
     0.00%  translator  perf-32261.map     [.] src_0x16af4
     0.00%  translator  [kernel.kallsyms]  [k] irq_may_run
     0.00%  translator  perf-32261.map     [.] src_0x14234
     0.00%  translator  perf-32261.map     [.] src_0x16328
     0.00%  translator  [kernel.kallsyms]  [k] update_cfs_rq_h_load
     0.00%  translator  perf-32261.map     [.] src_0x13ea0
     0.00%  translator  perf-32261.map     [.] src_0x1df58
     0.00%  translator  [kernel.kallsyms]  [k] netif_skb_features
     0.00%  translator  [ib_core]          [k] netevent_callback
     0.00%  translator  perf-32261.map     [.] src_0x35454
     0.00%  translator  perf-32261.map     [.] src_0x1c0e8
     0.00%  translator  perf-32261.map     [.] src_0x14080
     0.00%  translator  perf-32261.map     [.] src_0x140ec
     0.00%  translator  [kernel.kallsyms]  [k] delayed_work_timer_fn
     0.00%  translator  [kernel.kallsyms]  [k] arp_create
     0.00%  translator  [kernel.kallsyms]  [k] __sk_dst_check
     0.00%  translator  [iptable_filter]   [k] iptable_filter_hook
     0.00%  translator  perf-32261.map     [.] src_0x1f908
     0.00%  translator  [kernel.kallsyms]  [k] cpumask_next
     0.00%  translator  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%  translator  perf-32261.map     [.] src_0x13a60
     0.00%  translator  [kernel.kallsyms]  [k] prandom_u32_state
     0.00%  translator  perf-32261.map     [.] src_0x17ad8
     0.00%  translator  perf-32261.map     [.] src_0x1f8ac
     0.00%  translator  perf-32261.map     [.] src_0x1d088
     0.00%  translator  [kernel.kallsyms]  [k] tcp_send_ack
     0.00%  translator  [kernel.kallsyms]  [k] irq_chip_ack_parent
     0.00%  translator  perf-32261.map     [.] src_0x16968
     0.00%  translator  [kernel.kallsyms]  [k] neigh_lookup
     0.00%  translator  perf-32261.map     [.] src_0x48f90
     0.00%  translator  [kernel.kallsyms]  [k] check_preempt_curr
     0.00%  translator  perf-32261.map     [.] src_0x1ff78
     0.00%  translator  [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.00%  translator  perf-32261.map     [.] src_0x1fc40
     0.00%  translator  perf-32261.map     [.] src_0x20860
     0.00%  translator  [kernel.kallsyms]  [k] ext4_journal_check_start
     0.00%  translator  [kernel.kallsyms]  [k] ___slab_alloc
     0.00%  translator  perf-32261.map     [.] src_0x3648c
     0.00%  translator  perf-32261.map     [.] src_0x1cf8c
     0.00%  translator  perf-32261.map     [.] src_0x19a20
     0.00%  translator  perf-32261.map     [.] src_0x2006c
     0.00%  translator  [kernel.kallsyms]  [k] account_entity_enqueue
     0.00%  translator  perf-32261.map     [.] src_0x19a14
     0.00%  translator  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.00%  translator  perf-32261.map     [.] src_0x36554
     0.00%  translator  perf-32261.map     [.] src_0x48ff8
     0.00%  translator  perf-32261.map     [.] src_0x18fa4
     0.00%  translator  perf-32261.map     [.] src_0x475d0
     0.00%  translator  [sunrpc]           [k] rpcauth_key_timeout_notify
     0.00%  translator  perf-32261.map     [.] src_0x1697c
     0.00%  translator  perf-32261.map     [.] src_0x1dc34
     0.00%  translator  perf-32261.map     [.] src_0x23250
     0.00%  translator  [kernel.kallsyms]  [k] __kfree_skb_flush
     0.00%  translator  perf-32261.map     [.] src_0x1c120
     0.00%  translator  [kernel.kallsyms]  [k] neigh_fill_info
     0.00%  translator  perf-32261.map     [.] src_0x1f938
     0.00%  translator  perf-32261.map     [.] src_0x3593c
     0.00%  translator  perf-32261.map     [.] src_0x368e4
     0.00%  translator  perf-32261.map     [.] src_0x13e7c
     0.00%  translator  perf-32261.map     [.] src_0x1409c
     0.00%  translator  perf-32261.map     [.] src_0x2231c
     0.00%  translator  perf-32261.map     [.] src_0x36b94
     0.00%  translator  [kernel.kallsyms]  [k] packet_rcv
     0.00%  translator  perf-32261.map     [.] src_0x48a14
     0.00%  translator  perf-32261.map     [.] src_0x1da88
     0.00%  translator  perf-32261.map     [.] src_0x48f80
     0.00%  translator  perf-32261.map     [.] src_0x22424
     0.00%  translator  perf-32261.map     [.] src_0x13fa0
     0.00%  translator  perf-32261.map     [.] src_0x37930
     0.00%  translator  perf-32261.map     [.] src_0x48a3c
     0.00%  translator  [kernel.kallsyms]  [k] kfree
     0.00%  translator  [nfs]              [k] nfs_updatepage
     0.00%  translator  perf-32261.map     [.] src_0x13b6c
     0.00%  translator  perf-32261.map     [.] src_0x361cc
     0.00%  translator  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.00%  translator  [kernel.kallsyms]  [k] __napi_schedule
     0.00%  translator  [kernel.kallsyms]  [k] copyin
     0.00%  translator  perf-32261.map     [.] src_0x1361c
     0.00%  translator  perf-32261.map     [.] src_0x13b9c
     0.00%  translator  perf-32261.map     [.] src_0x4704c
     0.00%  translator  [kernel.kallsyms]  [k] mutex_unlock
     0.00%  translator  perf-32261.map     [.] src_0x3e6e0
     0.00%  translator  [kernel.kallsyms]  [k] perf_iterate_ctx
     0.00%  translator  perf-32261.map     [.] src_0x141fc
     0.00%  translator  perf-32261.map     [.] src_0x797b0
     0.00%  translator  perf-32261.map     [.] src_0x40338
     0.00%  translator  perf-32261.map     [.] src_0x48f84
     0.00%  translator  perf-32261.map     [.] src_0x368ac
     0.00%  translator  [nfs]              [k] nfs_key_timeout_notify
     0.00%  translator  perf-32261.map     [.] src_0x224dc
     0.00%  translator  perf-32261.map     [.] src_0x13ba4
     0.00%  translator  perf-32261.map     [.] src_0x18508
     0.00%  translator  translator         [.] translate_risc_instr
     0.00%  translator  perf-32261.map     [.] src_0x361f0
     0.00%  translator  [kernel.kallsyms]  [k] swiotlb_sync_single_for_cpu
     0.00%  translator  [tg3]              [k] tg3_write32
     0.00%  translator  perf-32261.map     [.] src_0x3b39c
     0.00%  translator  perf-32261.map     [.] src_0x1f964
     0.00%  translator  perf-32261.map     [.] src_0x13b98
     0.00%  translator  perf-32261.map     [.] src_0x476ac
     0.00%  translator  [kernel.kallsyms]  [k] apic_ack_irq
     0.00%  translator  perf-32261.map     [.] src_0x3e6fc
     0.00%  translator  [kernel.kallsyms]  [k] down_write_trylock
     0.00%  translator  translator         [.] translate_ADDI
     0.00%  translator  perf-32261.map     [.] src_0x21db8
     0.00%  translator  perf-32261.map     [.] src_0x3c894
     0.00%  translator  perf-32261.map     [.] src_0x1e4bc
     0.00%  translator  [nfs]              [k] nfs_write_end
     0.00%  translator  [kernel.kallsyms]  [k] __x86_indirect_thunk_r8
     0.00%  translator  perf-32261.map     [.] src_0x3e750
     0.00%  translator  perf-32261.map     [.] src_0x21c58
     0.00%  translator  perf-32261.map     [.] src_0x223d0
     0.00%  translator  perf-32261.map     [.] src_0x13f2c
     0.00%  translator  perf-32261.map     [.] src_0x140f0
     0.00%  translator  perf-32261.map     [.] src_0x22dd4
     0.00%  translator  perf-32261.map     [.] src_0x1f840
     0.00%  translator  perf-32261.map     [.] src_0x222a0
     0.00%  translator  [kernel.kallsyms]  [k] down_write
     0.00%  translator  [kernel.kallsyms]  [k] ext4_da_write_end
     0.00%  translator  [kernel.kallsyms]  [k] security_mmap_file
     0.00%  translator  perf-32261.map     [.] src_0x205c0
     0.00%  translator  perf-32261.map     [.] src_0x1fb70
     0.00%  translator  perf-32261.map     [.] src_0x3c29c
     0.00%  translator  perf-32261.map     [.] src_0x35534
     0.00%  translator  perf-32261.map     [.] src_0x1f8b8
     0.00%  translator  perf-32261.map     [.] src_0x1cbec
     0.00%  translator  perf-32261.map     [.] src_0x1ad68
     0.00%  translator  perf-32261.map     [.] src_0x21d90
     0.00%  translator  [kernel.kallsyms]  [k] __find_get_block
     0.00%  translator  perf-32261.map     [.] src_0x13a24
     0.00%  translator  perf-32261.map     [.] src_0x1fae4
     0.00%  translator  [kernel.kallsyms]  [k] mark_buffer_dirty
     0.00%  translator  perf-32261.map     [.] src_0x1b550
     0.00%  translator  [kernel.kallsyms]  [k] handle_irq_event_percpu
     0.00%  translator  [kernel.kallsyms]  [k] perf_event_mmap
     0.00%  translator  perf-32261.map     [.] src_0x354bc
     0.00%  translator  perf-32261.map     [.] src_0x14208
     0.00%  translator  perf-32261.map     [.] src_0x1fc50
     0.00%  translator  perf-32261.map     [.] src_0x1e6d4
     0.00%  translator  perf-32261.map     [.] src_0x21ad0
     0.00%  translator  perf-32261.map     [.] src_0x475fc
     0.00%  translator  perf-32261.map     [.] src_0x13f28
     0.00%  translator  perf-32261.map     [.] src_0x16794
     0.00%  translator  perf-32261.map     [.] src_0x1698c
     0.00%  translator  [kernel.kallsyms]  [k] down_write_killable
     0.00%  translator  perf-32261.map     [.] src_0x21bf0
     0.00%  translator  perf-32261.map     [.] src_0x2249c
     0.00%  translator  perf-32261.map     [.] src_0x1b5a4
     0.00%  translator  perf-32261.map     [.] src_0x39200
     0.00%  translator  [nf_conntrack]     [k] __nf_ct_l4proto_find
     0.00%  translator  perf-32261.map     [.] src_0x1f97c
     0.00%  translator  perf-32261.map     [.] src_0x3cdc0
     0.00%  translator  [nfs]              [k] nfs_write_begin
     0.00%  translator  perf-32261.map     [.] src_0x2cb2c
     0.00%  translator  [kernel.kallsyms]  [k] do_munmap
     0.00%  translator  perf-32261.map     [.] src_0x14708
     0.00%  translator  perf-32261.map     [.] src_0x48fec
     0.00%  translator  perf-32261.map     [.] src_0x3e498
     0.00%  translator  perf-32261.map     [.] src_0x48a50
     0.00%  translator  perf-32261.map     [.] src_0x391b8
     0.00%  translator  perf-32261.map     [.] src_0x38954
     0.00%  translator  perf-32261.map     [.] src_0x1b664
     0.00%  translator  perf-32261.map     [.] src_0x49018
     0.00%  translator  [kernel.kallsyms]  [k] __wake_up
     0.00%  perf        [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.00%  perf        [kernel.kallsyms]  [k] nmi_cpu_backtrace
     0.00%  perf        [kernel.kallsyms]  [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
